id;lien_vers_la_fiche_pat;nom;regions;departements;code_insee;gouvernance;gouvernance_est_territoire_ressource;democratie_alimentaire;democratie_alimentaire_1_nom_de_laction;democratie_alimentaire_1_etat_davancement;democratie_alimentaire_1_est_ressource;democratie_alimentaire_1_resultat_attendu;democratie_alimentaire_1_resultat_atteint;democratie_alimentaire_1_descriptif;democratie_alimentaire_2_nom_de_laction;democratie_alimentaire_2_etat_davancement;democratie_alimentaire_2_est_ressource;democratie_alimentaire_2_resultat_attendu;democratie_alimentaire_2_resultat_atteint;democratie_alimentaire_2_descriptif;democratie_alimentaire_3_nom_de_laction;democratie_alimentaire_3_etat_davancement;democratie_alimentaire_3_est_ressource;democratie_alimentaire_3_resultat_attendu;democratie_alimentaire_3_resultat_atteint;democratie_alimentaire_3_descriptif;democratie_alimentaire_4_nom_de_laction;democratie_alimentaire_4_etat_davancement;democratie_alimentaire_4_est_ressource;democratie_alimentaire_4_resultat_attendu;democratie_alimentaire_4_resultat_atteint;democratie_alimentaire_4_descriptif;democratie_alimentaire_5_nom_de_laction;democratie_alimentaire_5_etat_davancement;democratie_alimentaire_5_est_ressource;democratie_alimentaire_5_resultat_attendu;democratie_alimentaire_5_resultat_atteint;democratie_alimentaire_5_descriptif;groupes_de_concertation_thematiques_perennes;groupes_de_concertation_thematiques_perennes_1_nom_de_laction;groupes_de_concertation_thematiques_perennes_1_etat_davancement;groupes_de_concertation_thematiques_perennes_1_est_ressource;groupes_de_concertation_thematiques_perennes_1_resultat_attendu;groupes_de_concertation_thematiques_perennes_1_resultat_atteint;groupes_de_concertation_thematiques_perennes_1_descriptif;groupes_de_concertation_thematiques_perennes_2_nom_de_laction;groupes_de_concertation_thematiques_perennes_2_etat_davancement;groupes_de_concertation_thematiques_perennes_2_est_ressource;groupes_de_concertation_thematiques_perennes_2_resultat_attendu;groupes_de_concertation_thematiques_perennes_2_resultat_atteint;groupes_de_concertation_thematiques_perennes_2_descriptif;groupes_de_concertation_thematiques_perennes_3_nom_de_laction;groupes_de_concertation_thematiques_perennes_3_etat_davancement;groupes_de_concertation_thematiques_perennes_3_est_ressource;groupes_de_concertation_thematiques_perennes_3_resultat_attendu;groupes_de_concertation_thematiques_perennes_3_resultat_atteint;groupes_de_concertation_thematiques_perennes_3_descriptif;groupes_de_concertation_thematiques_perennes_4_nom_de_laction;groupes_de_concertation_thematiques_perennes_4_etat_davancement;groupes_de_concertation_thematiques_perennes_4_est_ressource;groupes_de_concertation_thematiques_perennes_4_resultat_attendu;groupes_de_concertation_thematiques_perennes_4_resultat_atteint;groupes_de_concertation_thematiques_perennes_4_descriptif;groupes_de_concertation_thematiques_perennes_5_nom_de_laction;groupes_de_concertation_thematiques_perennes_5_etat_davancement;groupes_de_concertation_thematiques_perennes_5_est_ressource;groupes_de_concertation_thematiques_perennes_5_resultat_attendu;groupes_de_concertation_thematiques_perennes_5_resultat_atteint;groupes_de_concertation_thematiques_perennes_5_descriptif;modalites_dimplication_du_grand_public_perennes;modalites_dimplication_du_grand_public_perennes_1_nom_de_laction;modalites_dimplication_du_grand_public_perennes_1_etat_davancement;modalites_dimplication_du_grand_public_perennes_1_est_ressource;modalites_dimplication_du_grand_public_perennes_1_resultat_attendu;modalites_dimplication_du_grand_public_perennes_1_resultat_atteint;modalites_dimplication_du_grand_public_perennes_1_descriptif;modalites_dimplication_du_grand_public_perennes_2_nom_de_laction;modalites_dimplication_du_grand_public_perennes_2_etat_davancement;modalites_dimplication_du_grand_public_perennes_2_est_ressource;modalites_dimplication_du_grand_public_perennes_2_resultat_attendu;modalites_dimplication_du_grand_public_perennes_2_resultat_atteint;modalites_dimplication_du_grand_public_perennes_2_descriptif;modalites_dimplication_du_grand_public_perennes_3_nom_de_laction;modalites_dimplication_du_grand_public_perennes_3_etat_davancement;modalites_dimplication_du_grand_public_perennes_3_est_ressource;modalites_dimplication_du_grand_public_perennes_3_resultat_attendu;modalites_dimplication_du_grand_public_perennes_3_resultat_atteint;modalites_dimplication_du_grand_public_perennes_3_descriptif;modalites_dimplication_du_grand_public_perennes_4_nom_de_laction;modalites_dimplication_du_grand_public_perennes_4_etat_davancement;modalites_dimplication_du_grand_public_perennes_4_est_ressource;modalites_dimplication_du_grand_public_perennes_4_resultat_attendu;modalites_dimplication_du_grand_public_perennes_4_resultat_atteint;modalites_dimplication_du_grand_public_perennes_4_descriptif;modalites_dimplication_du_grand_public_perennes_5_nom_de_laction;modalites_dimplication_du_grand_public_perennes_5_etat_davancement;modalites_dimplication_du_grand_public_perennes_5_est_ressource;modalites_dimplication_du_grand_public_perennes_5_resultat_attendu;modalites_dimplication_du_grand_public_perennes_5_resultat_atteint;modalites_dimplication_du_grand_public_perennes_5_descriptif
2598;https://france-pat.fr/pat/pat-de-baie-mahault/;"PAT de la Ville de Baie-Mahault";Guadeloupe;Guadeloupe;97103;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
2669;https://france-pat.fr/pat/pat-du-pays-compiegnois/;"PAT du Pays Compiégnois";Hauts-de-France;Oise;60025,60156,60188,60254,60369,60402,60569,60125,60305,60337,60223,60338,60438,60159,60323,60491,60540,60572,60078,60308,60324,60424,60145,60210,60325,60441,60641,60674,60064,60326,60032,60593,60229,60067,60149,60445,60578,60068,60579,60036,60151,60167,60447,60531,60597,60647,60070,60152,60184,60665,60284,60382,60534,60023,60040,60072,60318,60600,60667,60024,60171;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
2720;https://france-pat.fr/pat/pat-du-pays-de-landerneau-daoulas/;"PAT de la Communauté d'Agglomération du Pays de Landerneau Daoulas";Bretagne;Finistère;29137,29086,29246,29140,29294,29286,29144,29180,29237,29116,29103,29156,29268,29245,29056,29181,29295,29080,29078,29043,29045,29270;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
2722;https://france-pat.fr/pat/pat-de-la-thierache/;"PAT du PETR du Pays de Thiérache";Hauts-de-France;Aisne;02109,02126,02361,02378,02544,02678,02779,02160,02275,02379,02463,02830,02044,02276,02629,02647,02731,02814,02831,02079,02244,02312,02381,02414,02547,02563,02681,02832,02130,02278,02295,02313,02331,02366,02450,02548,02783,02833,02031,02181,02197,02416,02650,02666,02683,02784,02116,02182,02264,02384,02401,02433,02502,02634,02684,02801,02050,02265,02298,02369,02385,02418,02435,02469,02519,02535,02567,02652,02668,02753,02769,02802,02819,02067,02134,02200,02266,02386,02403,02419,02470,02488,02584,02670,02035,02068,02135,02251,02354,02404,02455,02569,02654,02069,02103,02136,02284,02337,02388,02405,02522,02586,02688,02723,02740,02789,02020,02070,02204,02269,02286,02321,02373,02422,02491,02757,02823,02021,02038,02055,02188,02357,02556,02623,02657,02674,02725,02006,02206,02358,02391,02476,02624,02641,02743,02759,02826,02040,02256,02324,02341,02376,02425,02444,02494,02526,02558,02574,02608,02625,02642,02760,02141,02308,02342,02377,02445,02495,02660,02728;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
2723;https://france-pat.fr/pat/pat-du-pays-sources-et-vallees/;"PAT du Pays de Sources et Vallées";Hauts-de-France;Oise;60443,60511,60676,60693,60099,60147,60278,60294,60410,60132,60329,60362,60378,60117,60181,60263,60379,60019,60035,60052,60118,60150,60166,60198,60281,60431,60483,60499,60053,60119,60348,60381,60533,60582,60632,60021,60037,60350,60449,60501,60617,60055,60071,60105,60121,60351,60383,60434,60502,60368,60519,60204,60236,60270,60386,60471,60488,60537,60636,60124,60287,60538,60603,60621,60654,60043,60059,60189,60206,60255,60506,60655,60093,60126,60174,60273,60389,60423,60474,60507,60011,60061,60127,60191,60340,60373,60492,60657,60689,60062,60160,60192,60258,60291,60459,60558,60625,60129,60292,60392,60408,60610,60642,60675,60048,60227;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
2724;https://france-pat.fr/pat/pat-communaute-dagglomeration-saint-quentin/;"Communauté d'Agglomération du Saint-Quentinois";Hauts-de-France;Aisne;02019,02303,02320,02570,02571,02322,02288,02340,02459,02525,02691,02710,02726,02359,02659,02257,02273,02694,02025,02142,02310,02481,02397,02815,02214,02246,02315,02367,02383,02549,02032,02752,02117,02199,02504,02319,02371,02420,02637;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
2729;https://france-pat.fr/pat/pat-sud-de-laisne/;"PAT du Sud de l'Aisne";Hauts-de-France;Aisne;02356,02389,02555,02622,02724,02806,02137,02187,02220,02305,02339,02442,02458,02524,02540,02105,02221,02375,02443,02509,02792,02271,02510,02590,02744,02777,02809,02023,02223,02239,02289,02543,02677,02712,02794,02125,02290,02411,02462,02512,02713,02042,02209,02225,02241,02328,02428,02645,02662,02679,02796,02094,02127,02193,02242,02292,02748,02781,02162,02227,02347,02465,02515,02595,02664,02699,02798,02062,02163,02228,02484,02596,02649,02701,02816,02114,02146,02164,02213,02332,02800,02098,02279,02351,02518,02818,02099,02166,02280,02297,02083,02281,02653,02051,02084,02168,02505,02521,02085,02119,02185,02538,02554,02655,02053,02186,02203,02268;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
2736;https://france-pat.fr/pat/pat-de-la-charente/;"Projet Alimentaire Territorial de la Charente";Nouvelle-Aquitaine;Charente;16009,16029,16047,16064,16081,16099,16116,16134,16152,16170,16188,16206,16224,16242,16261,16282,16302,16326,16347,16364,16383,16401,16421,16011,16030,16048,16065,16082,16100,16117,16135,16153,16171,16189,16207,16225,16243,16263,16283,16303,16329,16348,16365,16384,16402,16422,16012,16031,16049,16066,16083,16101,16118,16136,16154,16173,16190,16208,16226,16244,16264,16284,16304,16330,16349,16366,16385,16403,16423,16013,16032,16050,16067,16084,16102,16119,16137,16155,16174,16191,16209,16227,16245,16267,16285,16306,16331,16350,16368,16387,16404,16424,16014,16034,16052,16068,16085,16103,16120,16138,16157,16175,16192,16210,16229,16246,16268,16286,16307,16334,16352,16369,16388,16405,16425,16015,16035,16053,16069,16086,16104,16121,16139,16158,16176,16193,16211,16230,16248,16269,16287,16308,16335,16353,16370,16389,16406,16140,16016,16036,16054,16070,16087,16105,16122,16141,16160,16177,16194,16212,16231,16249,16270,16289,16310,16336,16354,16372,16390,16408,16018,16037,16055,16071,16088,16106,16123,16142,16161,16178,16195,16213,16232,16250,16271,16290,16312,16337,16355,16373,16392,16409,16019,16038,16056,16072,16089,16107,16124,16143,16162,16180,16196,16215,16233,16251,16272,16291,16315,16338,16356,16374,16393,16412,16020,16039,16057,16073,16090,16108,16125,16144,16163,16181,16197,16216,16234,16252,16273,16292,16316,16339,16357,16375,16394,16413,16001,16023,16040,16058,16074,16091,16109,16127,16145,16164,16182,16198,16217,16236,16253,16275,16293,16317,16340,16358,16377,16395,16414,16002,16024,16041,16059,16075,16093,16110,16128,16146,16165,16183,16199,16218,16237,16254,16276,16295,16318,16341,16359,16378,16396,16415,16003,16025,16042,16060,16076,16095,16111,16130,16147,16166,16184,16200,16220,16238,16255,16277,16297,16320,16342,16360,16379,16397,16416,16005,16026,16044,16061,16077,16096,16112,16131,16148,16167,16185,16203,16221,16239,16256,16279,16298,16321,16343,16361,16380,16398,16418,16007,16027,16045,16062,16078,16097,16113,16132,16150,16168,16186,16204,16222,16240,16258,16280,16300,16323,16345,16362,16381,16399,16419,16008,16028,16046,16063,16079,16098,16114,16133,16151,16169,16187,16205,16223,16241,16260,16281,16301,16325,16346,16363,16382,16400,16420;oui;non;oui;"19.1 Animer des ateliers d'échange, de travail et de retour d'expérience entre collectivités qui intègreront le bilan PAT de la Charente";"Action en cours";non;"Organiser au moins 3 rencontres annuelles entre les collectivités locales et les porteurs de PAT";;"Le comité des collectivités se réunit au moins 2 fois par an pour partager, travailler, faire du lien et de la cohérence sur les actions menées sur les différents territoires
PC : les EPCI, PETR, PAT";"21.2 Déployer les dispositifs d'alimentation solidaire par l'engagement des collectivités et la définition d'objectifs communs dans le cadre des ordonnances vertes";"Action programmée";oui;"Répondre aux besoins des territoires";;"Définir les objectifs communs et labelliser les collectivités impliquées dans le déploiement des ordonnances vertes sur leur territoire
PC : EPCI, PETR, CLS, ";;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
3652;https://france-pat.fr/pat/pat-du-pays-de-lafrancaise/;"PAT de la Communauté de communes du Pays de Lafrançaise";Occitanie;Tarn-et-Garonne;82120,82011,82012,82076,82108,82140,82077,82189,82080,82144,82087;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
3685;https://france-pat.fr/pat/pat-du-grand-cahors/;"PAT de la communauté d'agglomération du Grand Cahors";Occitanie;Lot;46007,46032,46037,46040,46042,46044,46046,46064,46080,46088,46095,46112,46119,46136,46137,46149,46224,46188,46191,46171,46223,46190,46197,46134,46211,46156,46256,46322,46340,46320,46264,46280,46268,46205,46109,46070;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Groupes de travail";"Action en cours";non;"Co-construction et implication des acteurs de l'alimentaion dans le PAT";;"Pour chacun des axes du PAT des groupe de travail se réunissent entre 2 et 4 fois par an pour proposer des actions et en suivre la mise en oeuvre.
L'ensemble des partenaires cométents sont invités (cf liste des partenaires chapitre 13)";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
3686;https://france-pat.fr/pat/pat-du-departement-du-lot/;"PAT du Conseil Départemental du lot";Occitanie;Lot;46002,46020,46037,46054,46072,46089,46106,46123,46139,46157,46175,46191,46207,46223,46239,46256,46273,46295,46313,46333,46003,46021,46038,46055,46073,46090,46107,46124,46140,46159,46176,46192,46208,46224,46240,46257,46276,46296,46314,46334,46004,46022,46039,46056,46074,46091,46108,46125,46142,46160,46177,46193,46209,46225,46241,46258,46277,46297,46315,46335,46005,46023,46040,46057,46075,46092,46109,46126,46143,46161,46178,46194,46210,46226,46242,46259,46279,46299,46316,46336,46006,46024,46041,46058,46076,46093,46111,46127,46144,46162,46179,46195,46211,46227,46243,46260,46280,46301,46317,46337,46007,46026,46042,46059,46078,46094,46112,46128,46145,46163,46180,46196,46212,46228,46244,46262,46281,46302,46318,46338,46008,46027,46043,46060,46079,46095,46113,46129,46146,46164,46181,46197,46213,46229,46245,46263,46282,46303,46319,46339,46009,46028,46044,46061,46080,46096,46114,46130,46147,46165,46182,46198,46214,46230,46246,46264,46283,46304,46320,46340,46010,46029,46045,46062,46081,46097,46115,46131,46148,46167,46183,46199,46215,46231,46247,46265,46284,46305,46321,46011,46030,46046,46063,46082,46098,46116,46132,46149,46168,46184,46200,46216,46232,46249,46266,46286,46306,46322,46012,46031,46047,46064,46083,46100,46117,46133,46151,46169,46185,46201,46217,46233,46250,46267,46288,46307,46323,46013,46032,46049,46065,46084,46101,46118,46134,46152,46170,46186,46202,46218,46234,46251,46268,46289,46308,46324,46015,46033,46050,46066,46085,46102,46119,46135,46153,46171,46187,46203,46219,46235,46252,46269,46290,46309,46328,46016,46034,46051,46068,46086,46103,46120,46136,46154,46172,46188,46204,46220,46236,46253,46270,46292,46310,46329,46017,46035,46052,46069,46087,46104,46121,46137,46155,46173,46189,46205,46221,46237,46254,46271,46293,46311,46330,46001,46018,46036,46053,46070,46088,46105,46122,46138,46156,46174,46190,46206,46222,46238,46255,46272,46294,46312,46332;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
3864;https://france-pat.fr/pat/projet-alimentaire-medoc/;"PAT du PNR du Médoc";Nouvelle-Aquitaine;Gironde;33125,33322,33423,33490,33540,33424,33541,33010,33240,33256,33476,33128,33208,33493,33012,33177,33193,33309,33494,33528,33544,33146,33395,33412,33545,33097,33211,33514,33262,33297,33314,33348,33134,33214,33383,33517,33248,33417,33300,33333,33503,33268,33070,33104,33471,33521,33022,33038,33055,33203,33220,33538;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
3873;https://france-pat.fr/pat/pat-de-la-communaute-dagglomeration-de-terres-de-montaigu/;"Terres de Montaigu Communauté d'agglomération";"Pays de la Loire";Vendée;85076,85021,85039,85190,85262,85025,85295,85197,85108,85146;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
3874;https://france-pat.fr/pat/projet-alimentaire-territorial-desterel-cote-dazur-agglomeration/;"PAT d'Estérel Côte d’Azur Agglomération";"Provence-Alpes-Côte d'Azur";Var;83118,83001,83107,83061,83099;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
3886;https://france-pat.fr/pat/pat-entre-arroux-loire-et-somme/;"PAT de la Communauté de communes Entre Arroux Loire et Somme";Bourgogne-Franche-Comté;Saône-et-Loire;71136,71220,71088,71370,71155,71239,71255,71273,71389,71474,71542,71075,71227,71478,71111,71161,71330,71179,71230,71280,71565,71281,71348,71047,71317,71166,71301,71552,71152,71589;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
3887;https://france-pat.fr/pat/pat-du-doubs/;"PAT des Portes du Haut-Doubs et du Parc naturel régional du Doubs Horloger";Bourgogne-Franche-Comté;Doubs;25102,25141,25160,25300,25351,25387,25425,25441,25457,25559,25578,25012,25049,25161,25231,25301,25335,25458,25544,25635,25050,25248,25303,25355,25373,25389,25600,25051,25089,25145,25233,25321,25356,25390,25476,25601,25620,25052,25124,25218,25234,25268,25285,25357,25391,25411,25512,25583,25053,25091,25125,25148,25219,25286,25392,25478,25529,25584,25108,25324,25393,25447,25605,25623,25039,25074,25127,25203,25271,25288,25325,25342,25432,25550,25588,25607,25151,25222,25238,25255,25289,25343,25433,25449,25551,25589,25625,25077,25095,25173,25256,25290,25344,25417,25517,25590,25042,25078,25174,25240,25275,25398,25435,25591,25113,25175,25329,25366,25436,25519,25554,25571,25024,25114,25192,25296,25347,25453,25487,25503,25630,25007,25025,25061,25099,25177,25193,25227,25243,25261,25278,25314,25402,25421,25504,25573,25595,25046,25062,25138,25178,25244,25262,25349,25403,25471,25522,25596,25029,25139,25213,25280,25333,25386,25424,25440,25456,25597;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
3889;https://france-pat.fr/pat/pat-de-remiremont-et-ses-vallees/;"PAT du PETR du Pays de Remiremont et de ses vallées";"Grand Est";Vosges;88426,88188,88468,88369,88170,88486,88197,88205,88408,88487,88351,88498,88464,88109,88383,88409,88429,88462,88177,88415,88148,88158,88467,88037,88447,88500,88081,88075,88302,88116,88442,88391;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
3890;https://france-pat.fr/pat/pat-du-cambrai/;"PAT de la Communauté d'Agglomération de Cambrai";Hauts-de-France;Nord;59039,59121,59269,59502,59552,59023,59122,59219,59236,59405,59422,59438,59520,59635,59255,59389,59455,59488,59521,59125,59141,59206,59322,59622,59010,59623,59176,59476,59492,59047,59161,59209,59341,59377,59428,59625,59048,59097,59593,59049,59244,59294,59312,59595,59432,59001,59597,59085,59167,59216,59267,59300,59500,59517,59567;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
3891;https://france-pat.fr/pat/pat-du-sud-de-mayotte/;"PAT de la communauté de communes du Sud de mayotte";Mayotte;Mayotte;97603,97604,97606,97609;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
3892;https://france-pat.fr/pat/pat-du-pre-bocage/;"PAT de l'intercommunalité du pré-bocage";Normandie;Calvados;14007,14084,14096,14120,14195,14241,14374,14379,14389,14390,14412,14449,14650,14491,14607,14708,14752,14760,14143,14672,14347,14027,14579,14011,14475,14037,14353;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
4397;https://france-pat.fr/pat/pat-ile-rousse-balagne-isula-balagna-2/;"PAT de la Communauté de communes de L'Île Rousse Balagne";Corse;Haute-Corse;2B173,2B112,2B175,2B097,2B190,2B182,2B034,2B199,2B180,2B332,2B136,2B223,2B231,2B316,2B134,2B339,2B093,2B235,2B156,2B168,2B352,2B290;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
4521;https://france-pat.fr/pat/pat-de-la-communaute-dagglomeration-de-lespace-sud-de-martinique/;"PAT de la Communauté d'Agglomération de l'Espace Sud Martinique";Martinique;Martinique;97231,97202,97206,97227,97220,97221,97223,97226,97217,97232,97207,97210;oui;oui;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Organisation de groupes de travail et ateliers thématiques ";"Action programmée";oui;"Mobilisation croissante et dynamique tout au long du PAT";;"Dans le cadre du PAT, nous avons depuis le début eu à coeur de mobiliser les acteurs en fonction de leur sujets d'intérêt et compétences  cela s'est ainsi concrétisé via l'organisation d'ateliers et groupes de travail répartis en 5 thèmes issus des 3 enjeux clés identifiés par les élus : Consommation et éducation alimentaires   Accessibilité et précarité alimentaires   Restauration collective   Tissu agricole   et Pêche et aquaculture.";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
4876;https://france-pat.fr/pat/pat-du-pays-de-picard/;"PAT du Pays de Picard";Hauts-de-France;Aisne;02423,02768,02122,02123,02124,02145,02149,02155,02478,02165,02170,02173,02184,02207,02212,02219,02222,02236,02260,02262,02287,02329,02333,02335,02345,02363,02380,02387,02304,02306,02431,02446,02456,02473,02483,02532,02552,02566,02592,02599,02605,02631,02640,02648,02651,02680,02685,02716,02717,02719,02721,02732,02738,02746,02756,02786,02788,02807,02813,02820,02636,02318,02217,02492,02503,02741,02575,02336,02159,02602,02395,02406,02616,02686,02750,02707,02632,02671,02704,02661,02755,02474,02111,02542,02619,02139,02461,02834,02499,02108,02140,02546,02002,02009,02014,02016,02017,02041,02049,02059,02066,02074,02075,02086,02078,02107,02001,02052,02081,02093,02056,02018,02775,02639,02362,02754;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
4877;https://france-pat.fr/pat/pat-de-liancourtois/;"PAT Brèche Halatte";Hauts-de-France;Oise;60234,60006,60056,60106,60154,60007,60107,60451,60536,60568,60042,60669,60157,60587,60670,60404,60539,60439,60225,60406,60508,60524,60541,60013,60509,60130,60342,60375,60360,60409,60050,60116,60247,60345,60529,60562,60102,60134,60215,60464,60547,60563,60680,60120,60332;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
5141;https://france-pat.fr/pat/pat-de-lagglo-de-niort-haut-val-de-sevres/;"PAT Niort Agglo - Haut Val de Sèvre";Nouvelle-Aquitaine;Deux-Sèvres;79100,79273,79316,79058,79298,79319,79081,79137,79229,79276,79009,79031,79254,79010,79231,79034,79302,79086,79125,79162,79257,79281,79303,79144,79189,79283,79304,79042,79109,79127,79334,79351,79046,79128,79191,79335,79112,79166,79308,79048,79114,79130,79216,79337,79355,79020,79170,79246,79293,79023,79133,79220,79249,79270,79294,79003,79024,79078,79201;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
