"doc";"text.lemma"
"text445";"régional créer comprendre commun habitant suite renouvellement charte révision périmètre étendre forêt régional véritable outil aménagement interrégional tant acteur local donner via charte mission agricole suivant contribuer dynamisme agriculture encourageant diversification exploitation agricole émergence projet innovant répondre demander population tout tenir compte enjeu environnemental promouvoir circuit court alimentaire cadre plan cae territorial faciliter accès alimentation sain local habitant régional soutenir activité agricole travailler développement circuit court proximité alimentation local premier action mener création marque producteur permettre mettre place réseau producteur présent structure offrir produit local novembre régional porter candidature programme européen leader préparer candidature équipe technique régional rencontrer acteur public privé interroger projet susceptible inscrire cadre ressortir attente fort initiative viser développer circuit court alimentaire pnr enjeu intégrer programme leader renouveler nouvelle campagne régional souhaiter créer cohérence territorial but structurer offrir produit local concentrer émergence projet bénéfice contexte diagnostic alimentaire territorial réaliser diagnostic permettre dresser portrait alimentaire connaître production local commercialiser tout identifier flux produit commercialisation circuit court premier constat suivant production agricole commercialiser circuit court présenter bassin consommateur grandir offrir produit local nettement inférieur demander terme produit brut également produit transformer prédominance grand culture impacter production circuit court manquer diversification filière absenter observer dynamique collectif développement organisation concret circuit commercialisation présent diversifier marché vente fermer panier approvisionnement lieu distribution majoritairement production pnr observer attraction bassin parisien commercialisation panier moyen élevé contexte périurbain générer pression foncier important rendre difficile installation porteur projet présent activité agricole vieillissant important renouvellement génération prévoir prochain année diagnostic permettre établir premier constat enjeu territorial système alimentaire régional agriculture activité dominant régional déclin vingtaine année lier diminution nombre exploitation agricole génération agricole vieillissant également constater production local exporter principalement région parisien consommer localement activité agricole grand culture dominer finalement présenter ressource maraîchage arboriculture élevage apiculture compléter diagnostic identifier principal problème enjeu étude réaliser diagnostic filière alimentaire enquête consommateur diagnostic filière alimentaire diagnostic permettre identifier entreprise agro-alimentaire principalement filière principal grand culture surface agricole utile terme production filière brassicole orge français fruit légume élevage alimentation animal plante aromatique médicinal enquête consommateur enquête confirmer population relativement jeune population an an niveau vie élevé fort disparité commun raison consommation produit local favoriser économie local qualité produit transport émission gaz serrer enquête permettre définir raison consommation production local manquer offrir point vente diversifier expliquer consommateur acheter principalement gms plutôt producteur manquer intérêt consommateur produit local manquer information offrir produit local producteur prix élevé produit local cité consommateur manquer praticité consommateur rechercher facilité réaliser course disposer produit besoin lieu unique flexibilité heure ouverture correspondre rythme vie consommateur diagnostic permettre établir constat état circuit court besoin attente thématique suite réflexion territorial circuit court agricole alimentaire régional définir ficher action voir relocaliser production consommation produit agricole thématique aborder favoriser accès foncier porteur projet améliorer connaissance filière agroalimentaire favoriser accès consommateur produit issu pratique respectueux environnement identifier besoin attente consommateur voir voir circuit court promouvoir alimentation local auprès consommateur accompagner porteur projet réussite installation diversifier offrir produit local développer approvisionnement local restauration"
"text446";"contexte agricol littoral présenter majoritairement agricole sau dominer polyculture-élevage caractéristique agricole principal retrouver terre élevage fort dominant bovin-viande exploitation animal puis bovin-lait volaille poule pondeur ovin-caprin équin porcin production grand culture maraîchage production spécialisé horticulture plante aromatique apiculture vigne dominant élevage tendance reculer profit grand culture rester pilier économie agricole principal gestionnaire espace surface valoriser éleveur exploitation identifier agriculture biologique surface agricole circuit long rester principal moteur économie agricole local exploitant pratiquer vente circuit courir particulier maraîchage viande bovin fruit mer changement comportement alimentaire favoriser développement circuit-court face érosion nombre exploitation exploitant agricole exploitation agricole entreprise agricole exploitant agricole exploitant agricole enjeu renouvellement âge moyen exploitant an chef exploitation an exploitant an cessation activité opérer prochain année jeune agriculteur an installer dotation jeune agriculteur majoritairement exploitation bovin-viande bovin-lait grand culture tendance agrandissement exploitation augmentation surface moyenne exploiter agriculture faire face difficulté diminution nombre exploitant agricole enjeu transmission pression urbain enjeu accès offrir alimentaire qualité contexte socio-économique habitant présenter attractivité fort projection démographique insee estimer fort croissance population horizon accroissement entraîner vieillissement population pyramide âge plutôt faveur an catégorie surreprésenté communauté commun littoral particulier commun côtier attractivité traduire opportunité saisir développement potentiel consommation quantitatif qualitatif vigilance accru quant gestion foncier agricole exemple taux pauvreté communauté commun taux chômage donner profil général habitant plutôt aisé inégalité social considérer accès alimentation qualité contexte crise énergétique alimentaire prévenir échelle territorial monter précarité alimentaire selon enquête réaliser cadre contrat local santé habitant littoral estimer plutôt forme attention particulier portée alimentation premier facteur identifier santé répondant enquête réaliser conseil départemental cadre biodiversité climat habitude consommation attente voir voir produit local venir corroborer résultat estimer alimentation bon santé priorité manger signifiant également large majorité manger produit saison issu production local bilan pat mettre premier pat échelle mixte océan mettre évidence enseignement volonté politique soutenir agriculture local travers développement circuit-court proximité développement filière agricole approvisionnement restaurant collectif commercial tissu acteur alimentation moteur investir alimentation local durable producteur artisan restaurateur restaurant collectif acteur touristique présenter enjeu renouvellement génération agriculture aller devoir faire face vague départ retraite exploitant contexte évolution climatique attractif lieu vie villégiature population résident évoluer impliquer adaptation nouveau attente consommation thématique rester renforcer aller soutien filière local développement filière restauration collectif accompagnement propre restaurant collectif atteindre objectif egalim accompagnement acteur lutte précarité alimentaire lien alimentation-santé éducation alimentation plan actions élément diagnostic dynamique créer mettre opérationnel premier plan action constat établir issue pousser littoral continuer travailler axe définir prioritaire accompagnement restauration collectif approvisionnement local durable émergence nouveau habitude alimentaire consommateur renforcement ancrage territorial offrir demander développement cohésion social travers alimentation local renouvellement génération agriculture pérennisation tissu agricole soutien exploitation agricole face évolution climatique plan action attacher continuer mission rapprocher producteur consommateur cibler toutes étape intervenir chaîne production agricole vocation futur agriculteur installation agricole production adapter évolution climatique développement débouché pérenne solution approvisionnement consommateur accompagner développement savoir savoir-faire alimentation durable plan action concevoir toucher public cible public scolaire enfance grand public population touristique agriculteur transformateur distributeur restaurateur commercial collectif"
"text447";"pat agglomération viser permettre tous habitant visiteur accéder alimentation local durable contribuer préservation agriculture filière nourricier respectueux environnement adapter risque climatique économiquement viable"
"text449";"institution local constater déclin activité agricole année nombre exploitation atteindre seuil critique entité totalité conséquence évident importation alimentation impact écologique important lier transport dépendance alimentaire extérieur canada particulier stade partenarial acteur local agriculture lancer diagnostic territorial mener appel offrir cabinet terrer année travail enquête terrain cabinet rédiger technicien local développement agriculture durable pdad inscrire axe important évolution agriculture document conjointement entériner conseil territorial préfecture document valider professionnel feuille route année mettre pdad bilan réaliser bilan grand évidence émerger part sembler indispensable continuer majorité action initier appui technico-économique agriculteur porteur projet nombre exploitation agricole doubler période passer part agir répondre préoccupation fort profession améliorer accès moyen production appui installation agricole accompagner commercialisation essentiel souligner population archipel mouvant présence administration grand partie population approximativement résider archipel an moyenne voire personnel médical cyclique falloir sensibiliser rappeler entièreté population produit local exister commercialiser commerce proximité tous durement toucher crise mondial succéder covid guerre grippe aviaire évènement mettre exergue constat difficulté approvisionnement denrée alimentaire moyen production agricole accroissement prix conséquent précarisation partie population coût vie toutes mer élevé continent poste alimentaire famille représenter budget conséquent prix produit importé intégrer frais transport douane important crise sanitaire concurrence faible dizaine importateur partager marché aliment combinaison élément contribuer diminuer pouvoir achat consommateur petitesse conséquent faible volume importé client prioritaire exportateur canadien souhaiter faire toutes démarche exportation si volume produit alimentaire produit nécessaire production agricole poussin exemple économie échelle raison faible volume importé difficulté telle période critique trouver denrée poulet exemple mettre évidence dépendance archipel voisin canadien fragilité accès alimentation"
"text45";"diagnostic système alimentaire agricole clairement mettre doigt fragilité quant capacité résister choc systémique tel pouvoir connaître pandémie lier covid fragilité venir essentiel topographie moyenne montagne spécialiser siècle atout tourisme ski fromage stratégie plutôt payant année face modification contexte environnemental social développement agricole intimement lier tourisme fermer développer stratégie très spécifique orienter population touristique magasin produit régional fermer visite fermer participation traiter auberge gîte exploitation bovin viande ovin viande quant majoritairement dépendant filière long connexion besoin alimentaire filière exportation offrir proposer distribution proximité restauration commercial piloter demander affluence touristique contexte hyperspécialisation question suivant poser diversifier offrir alimentaire rendre qualitatif produit local départementale régional initier transition secteur restauration produit durable local possible développer production valorisant agriculteur filière viande bovin ovin produit dérivé lait fromage aop place petit production végétal maraîchage montagne petit fruit plante aromatique médicinal redonner sentir acte manger abaisser tension controverse alimentation démocratiser alimentation qualité rendre accessible tous rémunérateur producteur"
"text450";"communauté commun étendre regrouper commun population habitant situer partie nord-ouest département étendre versant plaine morphologie ressource morphologie égrener près kilomètre dénivelé hauteur plaine proche relation montagne plaine intermédiaire vallée complexe simple dichotomie montagne intercommunalité décliner grand entité paysagère troisième discret montagne boisement piémont viticole ouverture visuel plaine bourg fortifier vigne amorce plaine urbaniser arboriculture maraîchage céréale concerner site natura principal vulnérabilité agriculture trop intensif artificialisation sol proximité usage touristique sollicitation accru piétinement réseau hydrographique constituer lien majeur hauteur plaine amorce qualité eau superficiel estimer bon point voir qualité chimique moyenne point voir écologique cause dégradation issue aménagement concerner masse eau souterrain nappe dernier concerner déséquilibre quantitatif présenter épisode déficit hydrique connaître déséquilibre qualitatif vulnérabilité nitrate issu pratique agricole dynamique démographique économique décennie croissance population connaître épisode repli démographique concentrer population intercommunal pôle historique bénéficier économie baser attractivité cadre vie présenter identité distinct vignoble montagne histoire économique palpable économie actuel sous dynamique selon agir héritage industriel commun montagne héritage viticole commun vignoble noter économie dépendre personne générer revenir extérieur résident travailler retraité touriste pôle commercial principal ressortir observer activité commercial lier tourisme activité commercial proximité répondre besoin habitant évasion commercial agglomération zone dédier axe passage axe principal rd polariser activité commerce abord modifier logique économique également paysagère facilité desserte recherché parallèlement facilité création zone activité foncier disponible zone relativement faible enjeu matière agriculture impact paysage implantation humain économie local emploi agricole agriculture constituer principal aménageur surface agricole utiliser sau connaître hausse hausse contenir commun parallèlement connaître augmentation surface urbanisé importance maîtrise urbanisation préserver terre agricole prégnant commun connaître important diminution sau augmentation continuer sau nombre exploitation connaître chute croissant perdre exploitation perte corréler augmentation taille exploitation tendance regroupement agriculteur sous forme exploitation collectif gaec dynamique laisser apparaître agriculture tendre privilégier moyen grand exploitation détriment petit diminution nombre exploitation augmentation surface agricole également impacter nombre emploi direct secteur agriculture reprise exploitation jeune également complexifier devoir augmentation coût reprise paysage démographique exploitant accompagner mutation secteur voir dessiner population majoritairement composer exploitant âgé phénomène face tout national toucher moindre mesure part nombre exploitant âgé an inférieur intercommunalité région connaître diminution faible exploitation vignoble espace impacter urbanisation connaître fort pression foncier menace usage agricole sol recenser exploitation correspondant surface agricole répartie vallée exploitation aquaculture culture fruit maraîchage élevage animal culture céréale élevage vache laitier viticulture surface bio représentant exploitation spécialiser type exploitation culture vigne élevage ouest toutefois constater forme diversification complémentarité exploitation existant agritourisme vente production énergie renouvelable voir mutation enjeu agriculture plui permettre accompagner changement favoriser tendance diversification activité préservation terre face urbanisation enjeu matière alimentation élément diagnostic autonomie alimentaire présenter atout garantir alimentation sain défi demeurer enjeu principal favoriser diversité culture accompagner population diriger alimentation carné si dépendance intrant chimique production rester préoccupation surtout vignoble effort réduire promouvoir alternative écologique cours observer fort proportion agriculteur engager pratique durable agriculture biologique exister amap magasin producteur local magasin précurseur niveau national crèche fournir bio démontrer intérêt soutenir capacité produire aliment local qualité maillon transformation distribution alimentaire plutôt développer circuit court disponible permettre accessibilité produit local sain consommation local montrer intérêt croissant alimentation durable action sensibilisation pouvoir renforcer dynamique résumé disposer élément nécessaire favoriser alimentation sain grâce production local poursuivre effort réduire intrant chimique optimiser circuit distribution continuer sensibiliser consommateur"
"text451";"communauté urbain regrouper commun compte habitant créer constituer commun portée ville centre situer sud bordure charolais communauté urbain pluriel fier histoire industriel minier riche patrimoine paysage contraster offrir cadre vie apaisant tout bénéficier large offrir service"
"text452";"communauté commun solidaire entendre répondre grâce pat enjeu transversal maintien agriculture local transition adaptation agriculture préservation patrimoine environnemental accès alimentation qualité tous enjeu agricole environnemental exclusivement rural bénéficier identité alimentaire issue diversité géographique pratique agricole constituer activité touristique principal activité économique agriculture dominer point voir économique surface agropastoralisme production oignon doux rester diversifier petit maraîchage agriculture biologique petit fruit production plante médicinal aromatique apiculture arboriculture castanéiculture production pomme agriculture local marquer fort présence signe label qualité correspondant patrimoine alimentaire riche aop oignon doux aop pélardon aop châtaigne marque fermer agriculture biologique représentant surface agricole utile agence bio agriculture local maintenir difficulté rencontre lier relief condition pédoclimatique zone méditerranéen montagnard défavorisé infrastructure limitant accès routier réseau téléphonique internet défaillant éloignement institution isolement dérèglement climatique sécheresse manquer eau difficulté accès sécurisation foncier agricole contexte foncier très morceler difficulté transmission exploitation agricole débouché commercial diminution population fort part résident secondaire difficulté vendre produit local période touristique absence atelier transformation collectif absence abattoir cohabitation complexe activité touristique résident secondaire faune sauvage cervidé sanglier responsable dégât important culture élevage déprendre historique filière local châtaigne laine déshérence patrimoine bâtir terrasse permettre culture zone relief important limiter érosion sol patrimoine hydraulique aménagement permettre création ressource eau évolution technique réglementaire mener devoir demander sociétal politique préserver sol environnement limitation pollution biodiversité posséder patrimoine environnemental exceptionnel abriter important biodiversité reconnaître présence site natura animation inscription unesco paysage culturel agropastoralisme méditerranéen réserve international ciel étoilé réserve international biosphère label forêt exception patrimoine environnemental intimement lier agriculture particulier pratique agro-pastoral permettre conserver biodiversité lier milieu également milieu châtaigneraie entretenir petit ruminant pastoralisme sylvopastoralisme permettre également réduction risque incendie pouvoir fort conséquence environnemental social falloir négliger impact environnemental culture pouvoir négatif utilisation produit phytosanitaire source pollution dégradation sol pat permettre accompagner préserver agriculture local face difficulté tout favoriser préservation environnemental pratique agricole adapter enjeu social alimentaire santé image rural face population vieillissant pauvreté marquer population classé pauvre insee difficulté mobilité isolement population marquer fort variation saisonnier population moitié commun composer résidence secondaire élément donner apercevoir diversité usage résidence secondaire venir toutes provision mois habitant passer col hiver rendre supermarché vivant épicerie village famille venir installer ville rendre marché village habitant moyen approvisionner commerce marché local néo-rural installer maraîchage bio reprendre activité conventionnel familial epci polariser centre urbain composer commun rural dynamique propre éloignement grand agglomération service marchand centre médical accentuer relief compte supermarché sein adaptation contrainte générer pratique approvisionnement grand distance réaliser rendre supermarché maintien économie local maintien marché commerce proximité pratique autoproduction échange habitant élément pouvoir entraîner précarité alimentaire enjeu sécurité alimentaire si quelques axe routier devoir couper cas crise cas épicerie village offrir possibilité approvisionnement personne situation précarité véhiculer commun population effectif réduire obligation ccas organiser pouvoir échelle disparité commun enjeu accès alimentation sain qualité habitant primordial développement circuit court éducation alimentaire habitant local développement restauration collectif durable local indispensable restauration collectif concerner centre loisir crèche école maison personne âgé esat  volume repas faible ensemble structure entraîner difficulté gestion coût agir enjeu répartir ensemble parvenir maintenir petit structure petit enfance éducation grâce gestion petit enfance grâce système regroupement scolaire riche commerce proximité marché local période estival principalement magasin producteur épicerie associatif solidaire existant rencontrer difficulté maintenir commerce proximité face frein proposer produit local qualité habitant toute année commun tout épicerie local habitant achat majorité grand moyen surface trouver gérant commerce proximité produit local consommer majoritairement touriste période estival habitant rester année enjeu sensibilisation population local important autoproduction habitant très développer présence important jardin potager petit poulailler chasse cueillette pouvoir développer également lutte gaspillage alimentaire développement initiative collectif jardin verger partager enjeu précarité alimentaire cohésion social aborder commun collectif citoyen mettre place initiative lier tous enjeu besoin accompagnement valoriser développé étendre échelle intercommunal mener approcher global système alimentaire répondre enjeu justice social résilience système alimentaire éducation alimentation santé préservation environnement pat émerger viser mettre cohérence coopération présenter questionner consolider action cours construire acteur local nouveau action pouvoir permettre répondre enjeu"
"text453";"communauté marquer fort empreinte agricole agroalimentaire confronter enjeu touchant dimension économique environnemental social santé renouvellement génération agriculture connaître baisser chef exploitation illustre déclin marquer nombre agriculteur moyenne âge exploitant hausse an période exploitation actuellement diriger chef an accessibilité foncier premier enjeu installation-transmission amplifier difficulté accès foncier particulier porteur projet issu milieu agricole maintien filière agricole agroalimentaire prairie permanent déclin cheptel augmentation surface consacré fourrage annuel poser défi majeur parallèle transformation fragiliser industrie agroalimentaire local largement dépendant production agricole territorial telles industrie laitier abattage-découpe valorisation coproduire viande prairie permanent haie enjeu crucial préservation biodiversité paysage ressource eau qualité également séquestration carbone soutenir modèle élevage durable apparaitre priorité assurer équilibre écosystème qualité ressource pérennité filière économique local diversification production objectif souveraineté alimentaire largement autosuffisant produit élevage communauté dépendant importation fruit légume diversification production développement maraîchage verger filière utile industrie agroalimentaire blé noir indispensable répondre besoin local reconnecter habitant saisonnalité diversité produit relocalisation alimentation développement circuit court relocalisation approvisionnement restauration collectif développement atelier transformation relocaliser toute chaine production favoriser mode agriculture durable enjeu environnemental baisser émission gaz serrer maintien biodiversité encourageant mode agriculture durable mode agriculture durable pratique limiter voire arrêter utilisation produit phytosanitaire autonome alimentation animal utilisation prairie favoriser biodiversité exploitation résilient faire face changement climatique gestion déchet alimentaire réduction gaspillage alimentaire rester défi majeur tout développement compostage valoriser déchet restant éducation alimentaire sensibilisation habitant enfant acteur restauration collectif alimentation durable équilibré enjeu important inclure diversification protéine importance aliment saison zéro déchet lien alimentation santé respect loi egalim restauration collectif application loi egalim imposer quota produit bio local sous signe qualité restauration collectif défi logistique financier relever demander facilitation accès restauration collectif producteur local loi egalim demander également diversifier protéine menu proposer menu végétarien semaine précarité alimentaire précarité alimentaire toucher part croissant population soulever enjeu social santé public accès alimentation sain local abordable objectif prioritaire réduire inégalité social conséquence santé"
"text457";"octobre communauté agglomération acté mettre place alimentaire territorial manger local objectif relocaliser alimentation métropole fort dominant agricole près surface occuper activité agricole exploitation retrouver majoritairement élevage bovin versant nord polyculture-élevage grand culture versant sud exister frein maintien développement agriculture aléa climatique condition travail faible rémunération disponibilité foncier coût reprise manquer main oeuvre vieillissement chef exploitation près moitié chef exploitation susceptible prendre retraite renouvellement génération enjeu majeur pérenniser agriculture local autonomie alimentaire insuffisant soulever obstacle valoriser production agricole important pouvoir relocaliser alimentation faire profiter maximum habitant redonner sentir consommation privilégier circuit court parallèle fragiliser difficulté économique près population présenter niveau vie inférieur seuil pauvreté renforcer enjeu précarité alimentaire région face monter obésité préoccupant santé habitant partie devoir consommation aliment ultra transformer actuellement cadre élaboration pat métropole réaliser diagnostic agricole alimentaire partager permettre coconstruire ensemble acteur stratégie agricole alimentaire viser faire émerger système alimentaire territorial durable résilient tenir compte également prospectif ademe"
"text46";"si fourche long date investir aboutir véritable connaissance secteur agricole aller aval filière fourchette commercialisation approvisionnement consommation besoin identifier réunion commission agricole démontrer importance investir ensemble système alimentaire échange objectif principal fixer relier acteur local alimentation développer circuit proximité fourche rejoindre fourchette échange ressortir volonté commun acteur tant amont aval filière agricole engager débouché local principal frein identifier part manquer connaissance offrir demander existant part moyen réduire faire lien contexte alimentaire territorial prendre tout sentir tant politique local concerter facilitateur développement circuit proximité tout promouvoir alimentation sain qualité accessible tous répondre enjeu pat structurer selon ambition"
"text461";"enjeu fléché enjeu agricole importance maintenir fermer taille petit moyen accompagner jeune issu milieu agricole lien préservation élevage herbe filière viande typique bocage agir accompagner agriculteur prendre compte évolution venir cultural sociologique climatique enjeu restauration domicile communauté commun compétent gestion périscolaire posséder variété mode faire cantinier village gestion concéder passer cuisine centrale sujet double question gaspillage alimentaire enjeu touristique absence infrastructure majeur terroir atout mettre paysage produit savoir-faire voilà quoi appui tourisme local lien manifestation festif annuel moyen retrouver repas enjeu accessibilité inclusion alimentation marqueur social exclusion contexte paupérisation marquer tranche population personne âgé jeune famille monoparental travailleur pauvre falloir faire lien précarité alimentaire donner faim mois enjeu cohésion social milieu rural accès alimentation sain suffisant forcément possible toujours visible double enjeu mobilité enjeu éducation nourrir passer réapproprier savoir aller fourche fourchette réapprendre geste technique petit grand prendre conscience assiette premier source soin pat chercher prendre compte tous aspect vie revêtir aspect économique environnemental soin préservation paysage cadre vie objectif mettre valeur moyen faire lien tous assiette repas cuisiner partager ensemble"
"text462";"communauté hcc face enjeu dominant agricole posséder exploitation sau moyenne agriculteur représenter population actif part petit exploitation part moyen exploitation part petit moyen exploitation prédominant sau cesse augmenter détriment nombre exploitation diminuer exploitation majoritairement exploitation individuel retrouver également gaec âge moyen chef exploitation an poser question transmission exploitation hcc terre élevage système extensif plein air prédominant activité agricole principal élevage bovin viande élevage élevage ovin caprin exploitation polyculture élevage exploitation produire culture grand culture exploitation agriculture biologique posséder siqo exploitation posséder également activité transformation exploitation réaliser vente circuit courir exploitation majoritairement extensif impact environnemental moindre rapport part exploitation bio faible rapport moyenne national élevage présenter impact négligeable si mettre parallèle production demander apercevoir production diversifier répondre tous besoin terre agricole destiner production fruit légume cheptel élève ugb ugb bovin porcin ovin volaille caprin état consommation alimentaire pouvoir couvrir production local spécialisation production conduire inadéquation production besoin habitant enjeu lier caractère très rural densité moyenne hcc cesse diminuer inclure part jeune an diminuer faible densité habitant coupler faible densité service médian revenir disponible unité consommation euro inférieur rapport médian facteur prendre compte précarité financier faible densité service dépendance voiture ruralité absence transport commun favoriser isolement enjeu exister également secteur restauration collectif chiffre publier site cantine cantine réussir atteindre produit origine agriculture-biologique produit durable qualité bio cantine commencer diagnostic objectif diversification menu atteindre objectif atteindre puisque loi egalim imposer pourcentage produit durable issu agriculture-biologique"
"text47";"agriculture gestion eau diversification filière végétal maintien élevage engraissement attractivité renouvellement générationnel pression foncier transformation abattage transformation filière maraîchage mettre réseau acteur transformation mettre valeur artisanat industrie alimentaire local auprès habitant touriste distribution marché producteur local garantir offrir local qualité ensemble atteindre objectif loi egalim relocaliser approvisionnement restauration collectif consommation désenclavement alimentaire commun rural communication décloisonner consommateur producteur aide alimentaire relation système alimentaire local lutte gaspillage aide alimentaire gestion déchet santé développement local alimentation accompagnement sensibilisation soutenir initiative social innovant communiquer action pat"
"text48";"analyse métabolisme alimentaire rayon mettre évidence faible ancrage territorial alimentation production représenter valeur consommer habitant habitant taux autonomie élevé production légume bovin laitier région lyonnais abriter activité agricole dynamique diversifier ensemble production représenter produit majoritairement valoriser filière long production exporter exister potentiel puisque analyse montrer pouvoir autonome si consommer ensemble denrée produire rayon enfermer logique autarcie repli renforcement résilience alimentaire structuration filière proximité constituer pilier majeur pat maintien développement fermer métropole priorité agir également aborder question échelle dépasser métropolitain renforcer coopération collectivité voisin rayon analyse pratique alimentaire habitant habitant permettre prendre mesure précarité alimentaire très important tiers personne interroger déclarer moyen alimenter correctement repas équilibré ménage dire moyen financier toujours manger faim personne déclarer conscient rôle alimentation santé justice alimentaire constituer pilier pat viser accès digne alimentation sain qualité toutes tous"
"text49";"plain mont coteau forêt vigne ville campagne rhodanien présenter atout touristique patrimonial gastronomique agricole département présenter terroir riche variété production propice alimentation qualité diversifier légume fruit viande lait céréale vin mener année politique conservation valorisation espace naturel agricole travers politique ens penap près protéger département également propriétaire forêt hectare répartir massif plan gestion durable mettre place agritourisme tourisme gourmand atout majeur économie touristique tourisme gourmand axe travail départementale tourisme label lier tourisme alimentation présent vignoble découverte vélo fromage travail valorisation identité terroir également engager intégralité lyonnais principal enjeu rhodanien réaliser bureau étude diagnostic pat permettre mettre principal enjeu système alimentaire territorial durable détail accessible document téléchargeable pat production agricole agroalimentaire potentiel approvisionnement filière agricole renouvellement génération principalement élevage bovin grand culture maintien prairie zone élevage face risque enfrichement accès eau adoption pratique garantir bon qualité ressource foncier agricole transmission surface agricole menacer enfrichement zone viticole expansion urbanisation mitage repérage efficace anticiper adéquation porteur projet exploitation transmettre accompagnement installation transmission filière historique attirer bovin arboriculture coopération acteur foncier agricole formation emploi attractivité formation métier adaptation compétence changement climatique département bassin vie consommation distribution alimentaire accès produit local zone rural dépendance voiture contraint logistique métropole restauration collectif respect obligation egalim collège gestion gestion concéder implication groupement achat approvisionnement auprès opérateur saturation outil précarité alimentaire appréhender diversité frein accessibilité alimentaire zone rural aller public précaire placer alimentation vecteur lien politique agricole social santé coordonner projet combiner dimension favoriser accessibilité alimentation qualité rendre accessible aide alimentaire tous bénéficiaire proposer produit local renforcer lien acteur monde social acteur production agricole terroir tourisme gastronomie permettre restaurateur accéder mettre valeur produit local faire département destination touristique via agritourisme activité plein nature favoriser cohérence complémentarité démarche promotion intra-territoriale adéquation offrir demander synthèse enjeu potentiel échelle pat surface agricole permettre théoriquement couvrir besoin alimentaire habitant capacité toutefois variable selon production surreprésentation fruit manquer offrir produit carné légumineuse pomme terre blé dur échelle pat surface agricole permettre théoriquement couvrir besoin alimentaire habitant capacité toutefois variable selon production surreprésentation fruit manquer offrir produit carné légumineuse pomme terre blé dur enjeu reterritorialisation alimentation préservation foncier incitation diversification exploitation installation transmission création débouché local rhd logistique circuit-court"
"text5";"rural agriculture viticulture très présenter localisation stratégique topographie variable plain bas montagne singulier enjeu face problématique social agricole environnemental diminution nombre exploitation agricole vieillissement population agricole agrandissement fermer enfrichement exploitation projet reprise manquer culture maraîcher arboricole faible part surface agricole agriculture biologique artificialisation sol étalement urbain effet changement climatique agriculture paysage ressource eau biodiversité sécheresse déclin espèce répartition inégal commerce alimentaire fort dépendance voiture inflation général augmentation coût alimentaire consécutivement augmentation vulnérabilité population précarité alimentaire inaccessibilité financier géographique permettre partie population accéder alimentaire sain local qualité cantine gestion concéder produit qualité local manquer solution diminuer gaspillage alimentaire trier déchet absence filière structurer fruit légume légumineuse absence outil transformation alimentaire territorial permettre relever enjeu lier difficulté adapter caractéristique spécifique maintenir production agricole permettre développement pratique agroécologique accompagner agriculteur adaptation changement climatique installation transmission protéger foncier agricole rendre accessible porteur projet agricole durable développer filière alimentaire local outil production grâce coopération interterritorial échelle départementale point attention logistique local permettre toute population attention particulier population vulnérable précarité alimentaire personne âgé étudiant famille monoparental personne isoler géographiquement accès alimentation sain qualité local développer circuit-court aider alimentaire sensibiliser communicant produit local saison assurer alimentation qualité cantine former professionnel restauration collectif sensibiliser gaspillage alimentaire tri déchet"
"text52";"lyonnais cadre projet réaffirmer importance agriculture économie identité territorial parallèle contexte transition écologique accentuer crise sanitaire inviter approprier localement question alimentaire manière transversal travers démarche objectif affirmer enjeu local agriculture spécificité territorial commun générer dynamique partenarial citoyen valoriser initiative existant apporter transversalité grâce angle voir alimentation aller initier nouveau action travers partenariat enjeu ouvrir approcher idée regard investiguer collectivement champ engager collectivement réussite plan action ambitieux réaliste reposant diversité acteur définir gouvernance interterritorial adapter relocalisation approvisionnement métropole"
"text53";"ouest lyonnais périurbain habitant caractériser paysage agriculture diversifier réseau village espace naturel garant biodiversité plan démographique fort évolution ambition maîtrise croissance démographique assurer besoin logement mobilité habitant adapter enjeu outil urbanisme scot limiter pression urbain exercer fort migration pendulaire ouest lyonnais rester vie riche économie local acteur fort migration pendulaire quotidien production tissu tpe-pme actif ouest lyonnais ambitionner mettre valeur potentialité économie proximité permettre habitant vivre travailler localement échelle ouest lyonnais atteindre objectif fixer horizon collectivité développer politique faveur transition climatique pcaet adaptation agriculture changement climatique accompagner transition pratique agricole durable action réduire émission ges bénéficier agriculture diversifier terme production circuit commercialisation sau occuper quasi recul nombre exploitation élu prendre conscience très tôt enjeu préserver foncier agricole production diversifier tout soutenir investissement structurant réseau irrigation collectif coopératif agricole engager côté partenaire favoriser renouvellement exploitation agricole encourager développement circuit alimentaire proximité élu partager intérêt porter politique agricole alimentaire échelle pertinent communauté commun offrir touristique baser valorisation qualité paysagère patrimonial offrir lyonnais attirer bassin clientèle immédiat proximité cadre ouest lyonnais souhaiter définir stratégie alimentaire prendre compte enjeu transition climatique encourageant développement soutenable lien voisin"
